Types	Mut_burden
Prost-AdenoCA	62
Prost-AdenoCA	4304
Prost-AdenoCA	1326
Prost-AdenoCA	3183
Prost-AdenoCA	2778
Prost-AdenoCA	1964
Prost-AdenoCA	2179
Prost-AdenoCA	1324
Prost-AdenoCA	3026
Prost-AdenoCA	973
Prost-AdenoCA	1269
Prost-AdenoCA	1727
Prost-AdenoCA	1583
Prost-AdenoCA	2270
Prost-AdenoCA	2430
Prost-AdenoCA	3051
Prost-AdenoCA	1987
Prost-AdenoCA	1644
Prost-AdenoCA	2778
Prost-AdenoCA	1558
Prost-AdenoCA	1354
Prost-AdenoCA	2341
Prost-AdenoCA	1297
Prost-AdenoCA	2461
Prost-AdenoCA	2319
Prost-AdenoCA	4301
Prost-AdenoCA	1406
Prost-AdenoCA	178
Prost-AdenoCA	506
Prost-AdenoCA	972
Prost-AdenoCA	1901
Prost-AdenoCA	1005
Prost-AdenoCA	1628
Prost-AdenoCA	615
Prost-AdenoCA	1840
Prost-AdenoCA	1463
Prost-AdenoCA	988
Prost-AdenoCA	890
Prost-AdenoCA	433
Prost-AdenoCA	4282
Prost-AdenoCA	3433
Prost-AdenoCA	2885
Prost-AdenoCA	1132
Prost-AdenoCA	2974
Prost-AdenoCA	1464
Prost-AdenoCA	1413
Prost-AdenoCA	2894
Prost-AdenoCA	516
Prost-AdenoCA	803
Prost-AdenoCA	6152
Prost-AdenoCA	241
Prost-AdenoCA	1499
Prost-AdenoCA	4649
Prost-AdenoCA	1417
Prost-AdenoCA	1676
Prost-AdenoCA	1751
Prost-AdenoCA	1721
Prost-AdenoCA	1958
Prost-AdenoCA	1299
Prost-AdenoCA	1049
Prost-AdenoCA	1187
Prost-AdenoCA	1822
Prost-AdenoCA	1468
Prost-AdenoCA	4478
Prost-AdenoCA	1415
Prost-AdenoCA	2405
Prost-AdenoCA	63
Prost-AdenoCA	9394
Prost-AdenoCA	1442
Prost-AdenoCA	1133
Prost-AdenoCA	3247
Prost-AdenoCA	2393
Prost-AdenoCA	3060
Prost-AdenoCA	3089
Prost-AdenoCA	4191
Prost-AdenoCA	4218
Prost-AdenoCA	2212
Prost-AdenoCA	2266
Prost-AdenoCA	4163
Prost-AdenoCA	2722
Prost-AdenoCA	2707
Prost-AdenoCA	2615
Prost-AdenoCA	3604
Prost-AdenoCA	3268
Prost-AdenoCA	2705
Prost-AdenoCA	509
Prost-AdenoCA	5134
Prost-AdenoCA	6008
Prost-AdenoCA	3247
Prost-AdenoCA	3610
Prost-AdenoCA	3911
Prost-AdenoCA	3218
Prost-AdenoCA	3537
Prost-AdenoCA	3545
Prost-AdenoCA	3385
Prost-AdenoCA	3613
Prost-AdenoCA	3288
Prost-AdenoCA	1663
Prost-AdenoCA	3403
Prost-AdenoCA	5216
Prost-AdenoCA	4144
Prost-AdenoCA	4323
Prost-AdenoCA	2222
Prost-AdenoCA	1757
Prost-AdenoCA	2998
Prost-AdenoCA	3207
Prost-AdenoCA	3002
Prost-AdenoCA	3205
Prost-AdenoCA	3831
Prost-AdenoCA	2866
Prost-AdenoCA	5554
Prost-AdenoCA	3520
Prost-AdenoCA	2819
Prost-AdenoCA	5367
Prost-AdenoCA	2991
Prost-AdenoCA	6930
Prost-AdenoCA	1252
Prost-AdenoCA	2527
Prost-AdenoCA	3724
Prost-AdenoCA	2732
Prost-AdenoCA	2228
Prost-AdenoCA	2576
Prost-AdenoCA	3733
Prost-AdenoCA	4337
Prost-AdenoCA	2915
Prost-AdenoCA	7936
Prost-AdenoCA	5114
Prost-AdenoCA	3851
Prost-AdenoCA	2355
Prost-AdenoCA	1957
Prost-AdenoCA	3287
Prost-AdenoCA	2940
Prost-AdenoCA	3295
Prost-AdenoCA	3351
Prost-AdenoCA	3311
Prost-AdenoCA	444
Prost-AdenoCA	2521
Prost-AdenoCA	3331
Prost-AdenoCA	1841
Prost-AdenoCA	2140
Prost-AdenoCA	2065
Prost-AdenoCA	3323
Prost-AdenoCA	2938
Prost-AdenoCA	3562
Prost-AdenoCA	8344
Prost-AdenoCA	4771
Prost-AdenoCA	3218
Prost-AdenoCA	2605
Prost-AdenoCA	1103
Prost-AdenoCA	4958
Prost-AdenoCA	2968
Prost-AdenoCA	2171
Prost-AdenoCA	2775
Prost-AdenoCA	3930
Prost-AdenoCA	5134
Prost-AdenoCA	2569
Prost-AdenoCA	2877
Prost-AdenoCA	3080
Prost-AdenoCA	5092
Prost-AdenoCA	3393
Prost-AdenoCA	3822
Prost-AdenoCA	5482
Prost-AdenoCA	2376
Prost-AdenoCA	3220
Prost-AdenoCA	2602
Prost-AdenoCA	2186
Prost-AdenoCA	2401
Prost-AdenoCA	2707
Prost-AdenoCA	3458
Prost-AdenoCA	3046
Prost-AdenoCA	16016
Prost-AdenoCA	2852
Prost-AdenoCA	484
Prost-AdenoCA	3212
Prost-AdenoCA	8955
Prost-AdenoCA	7541
Prost-AdenoCA	3690
Prost-AdenoCA	2174
Prost-AdenoCA	554
Prost-AdenoCA	2584
Prost-AdenoCA	7012
Prost-AdenoCA	5429
Prost-AdenoCA	9650
Prost-AdenoCA	8617
Prost-AdenoCA	3994
Prost-AdenoCA	5698
Prost-AdenoCA	4593
Prost-AdenoCA	3810
Prost-AdenoCA	8782
Prost-AdenoCA	6566
Prost-AdenoCA	6283
Prost-AdenoCA	6895
Prost-AdenoCA	6812
Prost-AdenoCA	3963
Prost-AdenoCA	4646
Prost-AdenoCA	16980
Prost-AdenoCA	11960
Prost-AdenoCA	12409
Prost-AdenoCA	17165
Prost-AdenoCA	8342
Prost-AdenoCA	6605
Prost-AdenoCA	7420
Prost-AdenoCA	4577
Prost-AdenoCA	3718
Prost-AdenoCA	3955
Prost-AdenoCA	5372
Prost-AdenoCA	6902
Prost-AdenoCA	4433
Prost-AdenoCA	5921
Prost-AdenoCA	5874
Prost-AdenoCA	11919
Prost-AdenoCA	12779
Prost-AdenoCA	6448
Prost-AdenoCA	7343
Prost-AdenoCA	4191
Prost-AdenoCA	4231
Prost-AdenoCA	17279
Prost-AdenoCA	6043
Prost-AdenoCA	5863
Prost-AdenoCA	6113
Prost-AdenoCA	6487
Prost-AdenoCA	6395
Prost-AdenoCA	5252
Prost-AdenoCA	11908
Prost-AdenoCA	5518
Prost-AdenoCA	6116
Prost-AdenoCA	6299
Prost-AdenoCA	6229
Prost-AdenoCA	5867
Prost-AdenoCA	6668
Prost-AdenoCA	44
Prost-AdenoCA	2892
Prost-AdenoCA	4017
Prost-AdenoCA	2625
Prost-AdenoCA	4188
Prost-AdenoCA	4851
Prost-AdenoCA	801
Prost-AdenoCA	3113
Prost-AdenoCA	2829
Prost-AdenoCA	3440
Prost-AdenoCA	2642
Prost-AdenoCA	4299
Prost-AdenoCA	1544
Prost-AdenoCA	2082
Prost-AdenoCA	3339
Prost-AdenoCA	1862
Prost-AdenoCA	1185
Prost-AdenoCA	3072
Prost-AdenoCA	6433
Prost-AdenoCA	1607
Prost-AdenoCA	3411
Prost-AdenoCA	2889
Prost-AdenoCA	3574
Prost-AdenoCA	2774
Prost-AdenoCA	2471
Prost-AdenoCA	3979
Prost-AdenoCA	1079
Prost-AdenoCA	2264
Prost-AdenoCA	2828
Prost-AdenoCA	3257
Prost-AdenoCA	283
Prost-AdenoCA	1062
Prost-AdenoCA	1288
Prost-AdenoCA	1740
Prost-AdenoCA	2906
Prost-AdenoCA	2900
Prost-AdenoCA	84
Prost-AdenoCA	3518
Prost-AdenoCA	381
Prost-AdenoCA	2024
Prost-AdenoCA	229
Prost-AdenoCA	2138
Prost-AdenoCA	1958
Prost-AdenoCA	3355
Prost-AdenoCA	4085
Prost-AdenoCA	3107
Prost-AdenoCA	1343
Skin-Melanoma	70873
Skin-Melanoma	214810
Skin-Melanoma	105876
Skin-Melanoma	87764
Skin-Melanoma	2764
Skin-Melanoma	58815
Skin-Melanoma	162971
Skin-Melanoma	6756
Skin-Melanoma	7523
Skin-Melanoma	144375
Skin-Melanoma	109379
Skin-Melanoma	3815
Skin-Melanoma	85261
Skin-Melanoma	305689
Skin-Melanoma	137987
Skin-Melanoma	366716
Skin-Melanoma	92652
Skin-Melanoma	47507
Skin-Melanoma	245674
Skin-Melanoma	14266
Skin-Melanoma	3474
Skin-Melanoma	4789
Skin-Melanoma	55168
Skin-Melanoma	25188
Skin-Melanoma	319683
Skin-Melanoma	6978
Skin-Melanoma	73754
Skin-Melanoma	5195
Skin-Melanoma	7610
Skin-Melanoma	32918
Skin-Melanoma	478961
Skin-Melanoma	859178
Skin-Melanoma	318815
Skin-Melanoma	163978
Skin-Melanoma	91518
Skin-Melanoma	44897
Skin-Melanoma	155967
Skin-Melanoma	4393
Skin-Melanoma	61019
Skin-Melanoma	77288
Skin-Melanoma	45207
Skin-Melanoma	7406
Skin-Melanoma	2146
Skin-Melanoma	51726
Skin-Melanoma	61290
Skin-Melanoma	161511
Skin-Melanoma	435965
Skin-Melanoma	13376
Skin-Melanoma	177782
Skin-Melanoma	10822
Skin-Melanoma	114171
Skin-Melanoma	18976
Skin-Melanoma	8919
Skin-Melanoma	91909
Skin-Melanoma	115835
Skin-Melanoma	11483
Skin-Melanoma	107381
Skin-Melanoma	5725
Skin-Melanoma	205301
Skin-Melanoma	49882
Skin-Melanoma	444091
Skin-Melanoma	5841
Skin-Melanoma	140457
Skin-Melanoma	4998
Skin-Melanoma	19556
Skin-Melanoma	19375
Skin-Melanoma	75536
Skin-Melanoma	71144
Skin-Melanoma	109414
Skin-Melanoma	121510
Skin-Melanoma	744553
Skin-Melanoma	73248
Skin-Melanoma	159349
Skin-Melanoma	58882
Skin-Melanoma	51533
Skin-Melanoma	2981
Skin-Melanoma	57742
Skin-Melanoma	57444
Skin-Melanoma	373348
Skin-Melanoma	78286
Skin-Melanoma	5057
Skin-Melanoma	212889
Skin-Melanoma	7317
Skin-Melanoma	45210
Skin-Melanoma	68683
Skin-Melanoma	71362
Skin-Melanoma	30148
Skin-Melanoma	240513
Skin-Melanoma	92423
Skin-Melanoma	84719
Skin-Melanoma	279814
Skin-Melanoma	116295
Skin-Melanoma	15843
Skin-Melanoma	38794
Skin-Melanoma	250745
Skin-Melanoma	6654
Skin-Melanoma	7474
Skin-Melanoma	334004
Skin-Melanoma	75677
Skin-Melanoma	45628
Skin-Melanoma	36023
Skin-Melanoma	98123
Skin-Melanoma	22211
Skin-Melanoma	347886
Skin-Melanoma	94887
Skin-Melanoma	57187
Skin-Melanoma	6218
SoftTissue-Leiomyo	4392
SoftTissue-Leiomyo	6586
SoftTissue-Leiomyo	1961
SoftTissue-Leiomyo	4049
SoftTissue-Leiomyo	3632
SoftTissue-Leiomyo	3915
SoftTissue-Leiomyo	2294
SoftTissue-Leiomyo	5364
SoftTissue-Leiomyo	3790
SoftTissue-Leiomyo	4001
SoftTissue-Leiomyo	12574
SoftTissue-Leiomyo	3624
SoftTissue-Leiomyo	13714
SoftTissue-Leiomyo	5961
SoftTissue-Leiomyo	7625
SoftTissue-Liposarc	4173
SoftTissue-Liposarc	5004
SoftTissue-Liposarc	9955
SoftTissue-Liposarc	5928
SoftTissue-Liposarc	5270
SoftTissue-Liposarc	1962
SoftTissue-Liposarc	11717
SoftTissue-Liposarc	3757
SoftTissue-Liposarc	3652
SoftTissue-Liposarc	5991
SoftTissue-Liposarc	9569
SoftTissue-Liposarc	2673
SoftTissue-Liposarc	2293
SoftTissue-Liposarc	3508
SoftTissue-Liposarc	4122
SoftTissue-Liposarc	8000
SoftTissue-Liposarc	5002
SoftTissue-Liposarc	809
SoftTissue-Liposarc	6332
Stomach-AdenoCA	116
Stomach-AdenoCA	13889
Stomach-AdenoCA	4391
Stomach-AdenoCA	66574
Stomach-AdenoCA	27178
Stomach-AdenoCA	80659
Stomach-AdenoCA	118437
Stomach-AdenoCA	3092
Stomach-AdenoCA	3705
Stomach-AdenoCA	13727
Stomach-AdenoCA	8023
Stomach-AdenoCA	17950
Stomach-AdenoCA	45487
Stomach-AdenoCA	8921
Stomach-AdenoCA	16085
Stomach-AdenoCA	5295
Stomach-AdenoCA	52
Stomach-AdenoCA	7129
Stomach-AdenoCA	106
Stomach-AdenoCA	17723
Stomach-AdenoCA	408
Stomach-AdenoCA	12079
Stomach-AdenoCA	14134
Stomach-AdenoCA	11644
Stomach-AdenoCA	9953
Stomach-AdenoCA	24729
Stomach-AdenoCA	17502
Stomach-AdenoCA	3159
Stomach-AdenoCA	22934
Stomach-AdenoCA	71
Stomach-AdenoCA	15838
Stomach-AdenoCA	19820
Stomach-AdenoCA	6629
Stomach-AdenoCA	38
Stomach-AdenoCA	2292
Stomach-AdenoCA	4517
Stomach-AdenoCA	4406
Stomach-AdenoCA	10494
Stomach-AdenoCA	40685
Stomach-AdenoCA	6827
Stomach-AdenoCA	5518
Stomach-AdenoCA	64707
Stomach-AdenoCA	60006
Stomach-AdenoCA	10376
Stomach-AdenoCA	19218
Stomach-AdenoCA	9514
Stomach-AdenoCA	3934
Stomach-AdenoCA	64043
Stomach-AdenoCA	29122
Stomach-AdenoCA	15664
Stomach-AdenoCA	10154
Stomach-AdenoCA	11843
Stomach-AdenoCA	8728
Stomach-AdenoCA	11597
Stomach-AdenoCA	6249
Stomach-AdenoCA	28584
Stomach-AdenoCA	27194
Stomach-AdenoCA	104620
Stomach-AdenoCA	58804
Stomach-AdenoCA	14181
Stomach-AdenoCA	5923
Stomach-AdenoCA	9537
Stomach-AdenoCA	8908
Stomach-AdenoCA	5714
Stomach-AdenoCA	7674
Stomach-AdenoCA	11733
Stomach-AdenoCA	389215
Stomach-AdenoCA	17054
Stomach-AdenoCA	11033
Stomach-AdenoCA	68029
Stomach-AdenoCA	12519
Stomach-AdenoCA	9516
Stomach-AdenoCA	4953
Stomach-AdenoCA	29313
Stomach-AdenoCA	11533
Thy-AdenoCA	751
Thy-AdenoCA	955
Thy-AdenoCA	593
Thy-AdenoCA	1132
Thy-AdenoCA	2450
Thy-AdenoCA	612
Thy-AdenoCA	1147
Thy-AdenoCA	905
Thy-AdenoCA	1871
Thy-AdenoCA	3030
Thy-AdenoCA	1255
Thy-AdenoCA	43
Thy-AdenoCA	1012
Thy-AdenoCA	1547
Thy-AdenoCA	1806
Thy-AdenoCA	1469
Thy-AdenoCA	1126
Thy-AdenoCA	581
Thy-AdenoCA	1379
Thy-AdenoCA	743
Thy-AdenoCA	815
Thy-AdenoCA	1466
Thy-AdenoCA	985
Thy-AdenoCA	1596
Thy-AdenoCA	1326
Thy-AdenoCA	2158
Thy-AdenoCA	2757
Thy-AdenoCA	3857
Thy-AdenoCA	2107
Thy-AdenoCA	2447
Thy-AdenoCA	800
Thy-AdenoCA	173
Thy-AdenoCA	1121
Thy-AdenoCA	1281
Thy-AdenoCA	2472
Thy-AdenoCA	709
Thy-AdenoCA	2624
Thy-AdenoCA	734
Thy-AdenoCA	3715
Thy-AdenoCA	509
Thy-AdenoCA	703
Thy-AdenoCA	42
Thy-AdenoCA	406
Thy-AdenoCA	2026
Thy-AdenoCA	964
Thy-AdenoCA	1187
Thy-AdenoCA	522
Thy-AdenoCA	1055
Uterus-AdenoCA	24375
Uterus-AdenoCA	41147
Uterus-AdenoCA	549929
Uterus-AdenoCA	35369
Uterus-AdenoCA	65697
Uterus-AdenoCA	928218
Uterus-AdenoCA	39988
Uterus-AdenoCA	7266
Uterus-AdenoCA	3156
Uterus-AdenoCA	37604
Uterus-AdenoCA	5858
Uterus-AdenoCA	6760
Uterus-AdenoCA	4052
Uterus-AdenoCA	4089
Uterus-AdenoCA	3644
Uterus-AdenoCA	9492
Uterus-AdenoCA	6818
Uterus-AdenoCA	62442
Uterus-AdenoCA	26292
Uterus-AdenoCA	6229
Uterus-AdenoCA	7335
Uterus-AdenoCA	3768
Uterus-AdenoCA	5132
Uterus-AdenoCA	4482
Uterus-AdenoCA	3868
Uterus-AdenoCA	115351
Uterus-AdenoCA	3636
Uterus-AdenoCA	3988
Uterus-AdenoCA	11732
Uterus-AdenoCA	16285
Uterus-AdenoCA	4114
Uterus-AdenoCA	6541
Uterus-AdenoCA	13677
Uterus-AdenoCA	6786
Uterus-AdenoCA	2613
Uterus-AdenoCA	39477
Uterus-AdenoCA	282262
Uterus-AdenoCA	11027
Uterus-AdenoCA	4359
Uterus-AdenoCA	3729
Uterus-AdenoCA	6856
Uterus-AdenoCA	6553
Uterus-AdenoCA	15099
Uterus-AdenoCA	6502
Uterus-AdenoCA	7108
Uterus-AdenoCA	26964
Uterus-AdenoCA	4980
Uterus-AdenoCA	15617
Uterus-AdenoCA	18229
Uterus-AdenoCA	34793
Uterus-AdenoCA	9069
